cast_id,platform,obs_time,obs_date,lat,lon,obs_surface_t_c,obs_d26_m,obs_tchp_kj_cm2,obs_max_depth_m,model_grid_lat,model_grid_lon,model_grid_distance_km,model_surface_t_c,model_d26_m,model_tchp_kj_cm2,model_max_depth_m,tchp_delta_kj_cm2
aoml/4903240/profiles/D4903240_391.nc,4903240,2024-09-28T05:36:26Z,20240928,22.2059,-96.03742,30.858999252319336,44.449590093974905,74.86781507932093,1983.571074345493,22.221038818359375,-96.0,4.204,30.59078598022461,60.78270227240899,86.17481911491768,2500.0,-11.307004035596748
aoml/4903464/profiles/D4903464_143.nc,4903464,2024-09-28T06:48:09Z,20240928,28.03658,-89.01035,28.922000885009766,39.616779225670676,41.026846401924594,1347.6589577470763,28.0123348236084,-89.0400390625,3.97,29.161161422729492,49.946182268029645,51.97888076238202,1250.0,-10.952034360457425
aoml/4903469/profiles/D4903469_144.nc,4903469,2024-09-28T14:52:23Z,20240928,23.42424,-81.59,30.000999450683594,139.71152014402716,161.8467042776409,1428.9664153186882,23.40089988708496,-81.5999755859375,2.788,29.66091537475586,95.84805146319749,105.9500536443342,1250.0,55.89665063330669
aoml/4903472/profiles/R4903472_143.nc,4903472,2024-09-28T20:16:43Z,20240928,25.66655,-88.93734,29.562999725341797,40.904902403799106,40.79317907448633,1976.646178123489,25.656879425048828,-88.9599609375,2.509,29.67229652404785,63.99990642896789,68.73773029820212,3000.0,-27.94455122371579
aoml/4903545/profiles/D4903545_096.nc,4903545,2024-09-28T15:12:19Z,20240928,27.79055,-87.47499,28.780000686645508,43.26311056655193,41.69916155323413,1990.9769602896163,27.80024528503418,-87.43994140625,3.612,28.814226150512695,49.8577408030822,46.004926094395195,2500.0,-4.305764541161068
aoml/4903552/profiles/D4903552_096.nc,4903552,2024-09-28T18:56:27Z,20240928,25.56453,-85.57224,30.05299949645996,99.9475487902629,115.02976559501323,1988.7459155442375,25.584745407104492,-85.5999755859375,3.577,29.916324615478516,74.33210364760188,86.49471632990794,3000.0,28.535049265105286
aoml/4903557/profiles/D4903557_096.nc,4903557,2024-09-28T16:40:16Z,20240928,25.93334,-93.7098,29.628000259399414,51.43555133773669,59.9820828531828,1988.8898960686236,25.944978713989258,-93.679931640625,3.255,29.59825897216797,74.0950306204627,80.28001144095539,3000.0,-20.29792858777259
aoml/4903248/profiles/D4903248_375.nc,4903248,2024-09-29T23:42:39Z,20240929,25.83638,-94.33678,29.16200065612793,55.992737719598644,51.6468170724847,1990.360303467823,25.801015853881836,-94.320068359375,4.273,29.20574951171875,89.96197312581835,68.11514684030467,3000.0,-16.468329767819974
aoml/4903356/profiles/D4903356_255.nc,4903356,2024-09-29T21:21:13Z,20240929,27.96041,-89.24142,29.17099952697754,44.64875708229393,41.80973306164778,1339.1000833632634,27.94168472290039,-89.280029296875,4.326,28.704254150390625,42.25643741311975,35.8641889740028,1250.0,5.945544087644983
aoml/4903546/profiles/D4903546_096.nc,4903546,2024-09-29T17:52:17Z,20240929,21.59036,-96.38342,30.65999984741211,45.38647975931255,72.40128570604665,1870.56939029323,21.627328872680664,-96.4000244140625,4.455,30.77952003479004,51.111218980794995,75.97701734375575,1500.0,-3.5757316377090973
aoml/4903548/profiles/D4903548_096.nc,4903548,2024-09-29T16:34:19Z,20240929,27.15116,-89.70664,28.992000579833984,48.22055252389013,52.109817135829424,1990.6006056450349,27.16149139404297,-89.679931640625,2.881,29.472036361694336,63.13818371763301,66.19336060766683,2000.0,-14.083543471837409
aoml/4903550/profiles/D4903550_096.nc,4903550,2024-09-29T05:16:19Z,20240929,25.26286,-86.10289,30.156999588012695,138.4803794265264,169.40140416857867,1988.7887883492572,25.295774459838867,-86.0799560546875,4.326,30.44003677368164,108.67613260666296,132.51473244149008,3000.0,36.88667172708858
aoml/4903551/profiles/D4903551_096.nc,4903551,2024-09-29T14:07:49Z,20240929,25.74653,-89.71817,29.964000701904297,96.41716130050311,127.40369127560967,1988.8379611372256,25.72896957397461,-89.679931640625,4.299,29.88621711730957,73.01371420515142,76.06241452331186,3000.0,51.341276752297816
aoml/4903556/profiles/D4903556_096.nc,4903556,2024-09-29T01:22:48Z,20240929,27.73711,-85.96959,29.148000717163086,53.875771477616304,58.06762949547629,1988.6235288514986,27.729455947875977,-86.0,3.112,29.576162338256836,64.68799140803408,68.8788715489879,3000.0,-10.811242053511613
aoml/4903254/profiles/D4903254_379.nc,4903254,2024-10-04T23:12:43Z,20241004,28.75684,-87.45932,28.650999069213867,42.72479541187289,38.138786099451515,1487.7114862667756,28.786420822143555,-87.43994140625,3.793,28.494295120239258,43.225147937729076,34.73728388763817,1500.0,3.4015022118133444
aoml/4903356/profiles/D4903356_256.nc,4903356,2024-10-04T19:35:44Z,20241004,27.93977,-89.26053,28.790000915527344,45.950676128869986,40.525970421618126,1329.9824502198767,27.94168472290039,-89.280029296875,1.927,28.939998626708984,65.77450305152193,63.90850145319311,1250.0,-23.382531031574985
aoml/4903546/profiles/D4903546_097.nc,4903546,2024-10-04T19:19:31Z,20241004,21.58425,-96.3699,29.69099998474121,42.90904473176368,59.2511866985347,1841.8475140726093,21.552940368652344,-96.4000244140625,4.672,29.77371597290039,48.535847203114194,60.345678153612006,1500.0,-1.0944914550773035
aoml/4903548/profiles/D4903548_097.nc,4903548,2024-10-04T17:08:45Z,20241004,27.14458,-89.53181,28.589000701904297,53.625112962882994,47.446489611762715,1982.965748104104,27.16149139404297,-89.52001953125,2.213,29.23592185974121,56.762517540164325,56.54650144690177,2000.0,-9.100011835139057
aoml/4903550/profiles/D4903550_097.nc,4903550,2024-10-04T06:00:07Z,20241004,25.46803,-86.23948,29.979000091552734,165.5662064581372,185.97803871331726,1989.6257045387165,25.44034767150879,-86.239990234375,3.079,29.957237243652344,118.04300132981169,131.45514849685392,3000.0,54.52289021646334
aoml/4903551/profiles/D4903551_097.nc,4903551,2024-10-04T14:48:19Z,20241004,25.71311,-90.59803,29.71500015258789,129.68631263675596,125.67273255208303,1985.3787627532183,25.72896957397461,-90.56005859375,4.193,29.70005989074707,94.25047647353468,105.51307001125868,3000.0,20.159662540824357
aoml/4903556/profiles/D4903556_097.nc,4903556,2024-10-04T02:10:45Z,20241004,27.73996,-85.97125,29.31800079345703,68.83475681856548,76.62791070547306,1982.6404552089698,27.729455947875977,-86.0,3.061,29.20006561279297,62.64309603440038,61.83019288246097,3000.0,14.797717823012086
aoml/4902349/profiles/D4902349_301.nc,4902349,2024-10-05T23:29:01Z,20241005,22.62395,-95.09589,29.256999969482422,40.04629057637589,38.67176775056765,1985.6828137421132,22.59084129333496,-95.1199951171875,4.436,30.304777145385742,52.3499348616894,65.30424038428652,3000.0,-26.632472633718862
aoml/4903248/profiles/D4903248_376.nc,4903248,2024-10-05T03:24:26Z,20241005,25.69511,-94.03874,29.163000106811523,64.82902562093655,76.04215496843348,1989.4358941028117,25.72896957397461,-94.0,5.407,29.032028198242188,88.83565275265752,79.79364828787843,3000.0,-3.751493319444947
aoml/4903249/profiles/D4903249_376.nc,4903249,2024-10-05T19:36:45Z,20241005,25.57806,-88.89565,29.827999114990234,54.50371054959501,65.51105809524064,1984.8074716389049,25.584745407104492,-88.8800048828125,1.736,29.312612533569336,54.20837389889992,53.88604342216596,3000.0,11.62501467307468
aoml/4903471/profiles/D4903471_145.nc,4903471,2024-10-05T02:36:46Z,20241005,27.80691,-89.22701,28.655000686645508,56.340806623756954,50.291009652315736,1431.6342033979765,27.80024528503418,-89.199951171875,2.763,28.92947006225586,63.39606438483391,58.46517500615016,1250.0,-8.174165353834425
aoml/4903543/profiles/D4903543_097.nc,4903543,2024-10-05T22:28:38Z,20241005,21.13786,-95.38831,29.399999618530273,27.937912959334327,34.25750425154785,1981.578655611383,21.105819702148438,-95.3599853515625,4.618,30.269084930419922,40.95829058845055,54.98600096403175,2500.0,-20.728496712483903
aoml/4903544/profiles/D4903544_097.nc,4903544,2024-10-05T19:11:25Z,20241005,24.87046,-86.55614,30.090999603271484,146.07552093981053,160.00994938558412,1990.8517341163492,24.861026763916016,-86.56005859375,1.121,29.822019577026367,105.28158126670789,112.141385234786,3000.0,47.86856415079812
aoml/4903547/profiles/D4903547_097.nc,4903547,2024-10-05T07:06:07Z,20241005,20.64779,-95.5343,29.635000228881836,27.77801744406764,33.72404327137289,1981.7565447178392,20.6573486328125,-95.52001953125,1.827,29.76024055480957,49.61554609929078,58.86814135779869,2500.0,-25.1440980864258
aoml/4903549/profiles/D4903549_097.nc,4903549,2024-10-05T03:34:07Z,20241005,26.82173,-87.48267,29.68600082397461,69.82098587964103,93.70032006695897,1740.7194149756415,26.805036544799805,-87.52001953125,4.145,29.526809692382812,100.90566738174124,111.73266212814066,2500.0,-18.032342061181694
aoml/4903559/profiles/D4903559_062.nc,4903559,2024-10-05T17:34:57Z,20241005,19.06502,-82.64735,30.691999435424805,172.00365782449393,208.4140858239244,1002.7560664067448,19.077402114868164,-82.6400146484375,1.578,30.036100387573242,158.93310200177064,183.37735531714807,3000.0,25.036730506776337
aoml/4903622/profiles/R4903622_111.nc,4903622,2024-10-05T17:25:19Z,20241005,24.0418,-90.2212,30.167999267578125,62.32276290921719,79.16740466135983,1878.854509571965,24.06001853942871,-90.239990234375,2.783,29.79802131652832,51.92899234239625,59.99892356939045,3000.0,19.168481091969376
aoml/4903622/profiles/R4903622_111.nc,4903622,2024-10-05T17:25:19Z,20241005,24.0418,-90.2212,30.167999267578125,62.32276290921719,79.16740466135983,1878.854509571965,24.06001853942871,-90.239990234375,2.783,29.79802131652832,51.92899234239625,59.99892356939045,3000.0,19.168481091969376
aoml/4902352/profiles/D4902352_305.nc,4902352,2024-10-06T14:23:56Z,20241006,24.04542,-96.67351,30.011999130249023,60.18221539672819,82.02585210679565,1241.2073696733987,24.06001853942871,-96.6400146484375,3.769,29.808137893676758,64.98850413148462,82.17563588305572,1250.0,-0.14978377626006534
aoml/4903279/profiles/D4903279_315.nc,4903279,2024-10-06T10:20:05Z,20241006,27.09573,-86.23151,29.88599967956543,105.665417087572,119.9731619248448,1983.7207493779156,27.090290069580078,-86.239990234375,1.035,29.83739471435547,99.15409781644892,123.25837400543942,3000.0,-3.2852120805946186
aoml/4903354/profiles/D4903354_248.nc,4903354,2024-10-06T23:13:03Z,20241006,24.61674,-84.3966,28.548999786376953,43.73691467698954,28.332888745497023,1994.7843976491365,24.643075942993164,-84.4000244140625,2.949,29.207170486450195,50.37591536558716,42.08148932941449,3000.0,-13.748600583917465
aoml/4903466/profiles/D4903466_145.nc,4903466,2024-10-06T14:47:20Z,20241006,23.42756,-83.49852,29.90999984741211,132.83853022954972,146.8126695772409,1981.4428347163387,23.40089988708496,-83.52001953125,3.688,30.150705337524414,128.332856938688,120.01980909816841,2000.0,26.792860479072502
aoml/4903468/profiles/D4903468_148.nc,4903468,2024-10-06T11:22:04Z,20241006,25.57542,-91.97123,29.70400047302246,66.04774400798509,84.3966238516544,1981.3830415283587,25.584745407104492,-92.0,3.066,29.23870277404785,62.917669729304976,67.48526264205584,3000.0,16.911361209598553
aoml/4903554/profiles/D4903554_104.nc,4903554,2024-10-06T06:06:18Z,20241006,24.34909,-84.07988,29.368999481201172,63.45643565280982,55.65559559033366,1935.8808542909708,24.351882934570312,-84.0799560546875,0.311,29.549158096313477,56.18943626206196,48.787272190412445,2000.0,6.868323399921216
aoml/4903562/profiles/D4903562_062.nc,4903562,2024-10-06T05:47:41Z,20241006,21.18148,-85.81105,29.9689998626709,118.26208176012175,136.577038733879,981.1867599656282,21.180435180664062,-85.8399658203125,3.0,29.94904899597168,95.21972925346257,107.61200882159102,1500.0,28.965029912287974
aoml/4903563/profiles/D4903563_064.nc,4903563,2024-10-06T13:04:51Z,20241006,20.28076,-80.18906,30.190000534057617,144.76361011312224,181.82964384754047,996.869017920256,20.282608032226562,-80.1600341796875,3.034,30.390119552612305,112.45990299542682,145.34310881601579,2000.0,36.48653503152468
aoml/4903232/profiles/D4903232_396.nc,4903232,2024-10-07T09:41:57Z,20241007,22.82894,-97.04055,29.83300018310547,47.2798884308241,67.39862903918792,1587.1056645350363,22.81224822998047,-97.0400390625,1.857,29.55853843688965,58.90113078552493,65.31343399297614,1250.0,2.08519504621178
aoml/4903353/profiles/D4903353_263.nc,4903353,2024-10-07T01:58:47Z,20241007,28.19249,-88.98731,28.65399932861328,48.2387917270354,44.83488247373228,1353.4457845433953,28.224010467529297,-88.9599609375,4.412,28.680091857910156,55.3678144879392,48.537952113646575,1250.0,-3.703069639914297
aoml/4903555/profiles/D4903555_097.nc,4903555,2024-10-07T05:25:44Z,20241007,24.9082,-92.43034,29.333999633789062,49.54793740955863,57.307877548637244,1985.531909920852,24.933591842651367,-92.4000244140625,4.161,28.952545166015625,73.55081409381368,69.21951596998406,3000.0,-11.911638421346815
aoml/4903240/profiles/D4903240_393.nc,4903240,2024-10-08T05:35:04Z,20241008,22.24344,-95.98383,28.773000717163086,36.828068433612685,37.902944055937745,1983.3694425849644,22.221038818359375,-96.0,2.996,27.71735191345215,47.35710412271068,29.430154575125425,2500.0,8.47278948081232
aoml/4903469/profiles/D4903469_146.nc,4903469,2024-10-08T15:50:28Z,20241008,23.53962,-81.37241,29.645999908447266,118.2907892383358,127.90153721191618,1399.900114866378,23.547658920288086,-81.3599853515625,1.55,29.434234619140625,85.48067970204842,83.59746734324729,1250.0,44.30406986866889
aoml/4903472/profiles/R4903472_145.nc,4903472,2024-10-08T09:11:25Z,20241008,25.41827,-89.29664,29.45599937438965,44.14578821481904,47.62201855326995,1976.6419709508687,25.44034767150879,-89.280029296875,2.968,29.210779190063477,64.58641611558524,66.2466886535865,3000.0,-18.62467010031655
aoml/4903545/profiles/D4903545_098.nc,4903545,2024-10-08T16:36:45Z,20241008,27.84118,-87.1085,28.320999145507812,42.010827484561275,33.06166116112031,1986.5610809642506,27.870986938476562,-87.1199951171875,3.502,28.77882194519043,59.03374906515078,57.15464839921795,2500.0,-24.092987238097635
aoml/4903552/profiles/D4903552_098.nc,4903552,2024-10-08T20:33:35Z,20241008,24.33242,-86.19183,29.047000885009766,84.53107988673537,95.80309343146374,1990.9264784947807,24.351882934570312,-86.1600341796875,3.881,29.38627815246582,83.22921232385215,85.61833584698203,3000.0,10.184757584481702
aoml/4903557/profiles/D4903557_098.nc,4903557,2024-10-08T17:58:28Z,20241008,25.92664,-94.041,28.722999572753906,66.57471630627795,56.008885151225066,1982.7893238956863,25.944978713989258,-94.0799560546875,4.397,29.355667114257812,95.2090098220113,97.3375738142546,3000.0,-41.32868866302953
aoml/4903254/profiles/D4903254_380.nc,4903254,2024-10-09T23:01:46Z,20241009,28.89131,-87.74654,27.847000122070312,43.200391933140864,30.646222089331083,1910.1161336842963,28.85651206970215,-87.760009765625,4.086,27.953481674194336,42.75793433291515,29.89508697984969,1500.0,0.7511351094813925
aoml/4903356/profiles/D4903356_257.nc,4903356,2024-10-09T17:53:49Z,20241009,27.92303,-89.28081,28.468000411987305,62.056370092017055,57.244810276990115,1316.7183895295818,27.94168472290039,-89.280029296875,2.076,28.523225784301758,65.17576356619826,54.50202239473743,1250.0,2.742787882252685
aoml/4903546/profiles/D4903546_098.nc,4903546,2024-10-09T20:38:24Z,20241009,21.66424,-96.40131,29.100000381469727,39.342827993319794,42.46556805914083,1873.3184893797813,21.627328872680664,-96.4000244140625,4.106,28.34927749633789,48.854011144791805,40.67971564726022,1500.0,1.7858524118806116
aoml/4903548/profiles/D4903548_098.nc,4903548,2024-10-09T17:49:40Z,20241009,27.27476,-89.39326,28.26799964904785,51.42306859308177,43.292121360057614,1982.5133614621602,27.303754806518555,-89.3599853515625,4.605,28.764219284057617,62.46229350397571,58.471230947548435,2000.0,-15.17910958749082
aoml/4903550/profiles/D4903550_098.nc,4903550,2024-10-09T06:43:46Z,20241009,25.15189,-86.0769,29.410999298095703,130.53113600763652,136.7827002202772,1989.08005676283,25.151031494140625,-86.0799560546875,0.322,29.585262298583984,97.86833855799372,112.32229977668514,3000.0,24.460400443592064
aoml/4903551/profiles/D4903551_098.nc,4903551,2024-10-09T15:35:10Z,20241009,25.34834,-91.11342,29.20599937438965,118.60003719686102,116.57491087899456,1981.7695245325283,25.36808204650879,-91.1199951171875,2.292,28.904083251953125,86.08858245647752,80.89858454322214,3000.0,35.676326335772416
aoml/4903556/profiles/D4903556_098.nc,4903556,2024-10-09T02:48:36Z,20241009,27.65253,-86.11467,29.280000686645508,62.97155318398331,68.63527196200522,1990.5254230474675,27.658618927001953,-86.0799560546875,3.485,28.82998275756836,81.19244215545223,76.70023441618557,3000.0,-8.064962454180346
aoml/4903248/profiles/D4903248_377.nc,4903248,2024-10-10T07:10:27Z,20241010,25.68682,-94.26937,28.101999282836914,69.23408038943461,43.948920384905,1991.2872019084089,25.656879425048828,-94.239990234375,4.444,28.352048873901367,81.01586739810062,54.435800532264196,3000.0,-10.486880147359194
aoml/4903249/profiles/D4903249_377.nc,4903249,2024-10-10T19:21:48Z,20241010,25.88147,-88.74621,28.881999969482422,52.40374755127697,53.04960518686484,1982.7171258481264,25.87302017211914,-88.719970703125,2.788,29.413349151611328,70.80909370774906,81.09455776312949,3000.0,-28.04495257626465
aoml/4903471/profiles/D4903471_146.nc,4903471,2024-10-10T03:16:51Z,20241010,27.79764,-89.27073,28.43199920654297,60.332290965256796,52.34954928595638,1413.24536853531,27.80024528503418,-89.280029296875,0.959,28.230390548706055,64.1284039358566,48.59556318780799,1250.0,3.7539860981483884
aoml/4903543/profiles/D4903543_098.nc,4903543,2024-10-10T23:17:05Z,20241010,21.11117,-95.35097,28.773000717163086,33.302488247862435,33.788063712723165,1987.4885469241312,21.105819702148438,-95.3599853515625,1.108,28.634239196777344,45.77912855043564,40.30898934574155,2500.0,-6.520925633018386
aoml/4903544/profiles/D4903544_098.nc,4903544,2024-10-10T19:54:28Z,20241010,25.18772,-86.80279,29.23699951171875,157.26608157525553,158.87572906784132,1982.8944493334157,25.223424911499023,-86.800048828125,3.98,29.196155548095703,124.78040132162141,112.94426158641608,3000.0,45.931467481425244
aoml/4903547/profiles/D4903547_098.nc,4903547,2024-10-10T07:46:51Z,20241010,20.40985,-95.59048,28.650999069213867,35.06071509352124,34.449997462787756,1993.3229808814256,20.432613372802734,-95.5999755859375,2.718,28.890111923217773,47.54079395526023,46.87974518571007,2000.0,-12.429747722922315
aoml/4903549/profiles/D4903549_098.nc,4903549,2024-10-10T04:30:58Z,20241010,26.162,-87.49813,29.67099952697754,153.29553185267503,148.51554047492598,1774.1806959921664,26.16059112548828,-87.52001953125,2.19,29.43576431274414,129.81032191799605,141.54015400353765,3000.0,6.975386471388333
aoml/4903279/profiles/D4903279_316.nc,4903279,2024-10-11T09:28:15Z,20241011,27.08816,-87.23808,28.85099983215332,73.26516988321356,70.51173558377984,1987.8154406513809,27.090290069580078,-87.199951171875,3.782,29.15789222717285,88.45244311631106,89.37651244316893,2500.0,-18.864776859389096
aoml/4903466/profiles/D4903466_146.nc,4903466,2024-10-11T16:26:08Z,20241011,23.51785,-83.6258,29.768999099731445,133.71290262873808,146.32361457689328,1987.8483136098175,23.547658920288086,-83.5999755859375,4.233,29.81361961364746,121.13820244920791,131.62064865880137,2000.0,14.702965918091905
aoml/4903468/profiles/D4903468_149.nc,4903468,2024-10-11T13:00:18Z,20241011,25.52029,-92.34382,28.834999084472656,90.77781036383725,70.25101610054799,1989.3820781012373,25.5125675201416,-92.320068359375,2.533,28.566387176513672,61.84154613895109,52.94000855557041,3000.0,17.311007544977578
aoml/4903554/profiles/D4903554_105.nc,4903554,2024-10-11T07:33:01Z,20241011,24.64038,-84.20447,27.459999084472656,65.13346244569892,36.26049275050042,1935.8416331392054,24.643075942993164,-84.239990234375,3.602,27.970718383789062,37.37706693275012,23.60144191475262,2000.0,12.659050835747799
aoml/4903559/profiles/D4903559_063.nc,4903559,2024-10-11T02:11:48Z,20241011,19.18798,-82.60646,30.367000579833984,144.31482018376562,194.59461239252022,1986.968210136231,19.152990341186523,-82.6400146484375,5.25,30.283273696899414,133.2868675364911,161.43832867954515,3000.0,33.15628371297507
aoml/4903562/profiles/D4903562_063.nc,4903562,2024-10-11T17:56:46Z,20241011,21.16037,-85.83549,30.05299949645996,109.2139939879085,137.52343382666092,1888.9785590593042,21.180435180664062,-85.8399658203125,2.279,29.787321090698242,104.24420942473154,114.25273225025136,1500.0,23.270701576409564
aoml/4903563/profiles/D4903563_065.nc,4903563,2024-10-11T21:47:12Z,20241011,20.16881,-80.16738,30.67799949645996,124.41177276168817,143.72972447253048,1995.399391117208,20.132455825805664,-80.1600341796875,4.114,29.872081756591797,138.15745151151557,147.09448140060815,2500.0,-3.364756928077668
aoml/7901009/profiles/R7901009_049.nc,7901009,2024-10-11T17:12:51Z,20241011,23.0983,-86.0475,29.757999420166016,108.03445275134771,126.90258224176284,1238.3925704334279,23.106897354125977,-86.0799560546875,3.454,29.625869750976562,112.98869830804519,133.13353241616127,1250.0,-6.23095017439843
aoml/7901009/profiles/R7901009_049.nc,7901009,2024-10-11T17:12:51Z,20241011,23.0983,-86.0475,29.757999420166016,108.03445275134771,126.90258224176284,1238.3925704334279,23.106897354125977,-86.0799560546875,3.454,29.625869750976562,112.98869830804519,133.13353241616127,1250.0,-6.23095017439843
